C:\Simcenter\Testxpress\ProjectData,20.01.26,12:57:22,,,,,,,,,,,,,,,,
,M1: CHRA_x : FFT(C1) Frequency[Hz],M1: CHRA_x : FFT(C1) [g],,M2: CHRA_y : FFT(C2) Frequency[Hz],M2: CHRA_y : FFT(C2) [g],,M3: CHRA_z : FFT(C3) Frequency[Hz],M3: CHRA_z : FFT(C3) [g],,M4: EG_Block_x : FFT(C13) Frequency[Hz],M4: EG_Block_x : FFT(C13) [g],,M5: EG_Block_y : FFT(C14) Frequency[Hz],M5: EG_Block_y : FFT(C14) [g],,M6: EG_Block_z : FFT(C15) Frequency[Hz],M6: EG_Block_z : FFT(C15) [g],
Unit,Hz,g,,Hz,g,,Hz,g,,Hz,g,,Hz,g,,Hz,g,
Sensor,,,,,,,,,,,,,,,,,,
PointId,,,,,,,,,,,,,,,,,,
PointDir,,'',,,'',,,'',,,'',,,'',,,'',
Info1,,,,,,,,,,,,,,,,,,
Info2,,,,,,,,,,,,,,,,,,
Info3,,,,,,,,,,,,,,,,,,
Info4,,,,,,,,,,,,,,,,,,
Z Axis,,,,,,,,,,,,,,,,,,
,4279.6875,-0.4007819,-0.659934,4279.6875,0.0168466,0.0564327,4279.6875,0.1945125,0.0688557,4279.6875,0.2266448,0.4219053,4279.6875,0.1305741,0.4067313,4279.6875,-0.2288871,0.1916477
,4281.25,0.4593247,0.6893695,4281.25,0.053678,-0.0158298,4281.25,-0.1028514,-0.260499,4281.25,-0.5101542,0.0030528,4281.25,-0.1876934,-0.3391981,4281.25,0.218289,-0.2148112
,4282.8125,0.2507358,0.5375194,4282.8125,-0.043677,0.0403687,4282.8125,0.1681971,0.1842249,4282.8125,0.622423,-0.1705244,4282.8125,-0.4295707,0.0374327,4282.8125,-0.1025795,0.2540338
,4284.375,0.2595217,-0.6354484,4284.375,0.0673755,0.0056234,4284.375,-0.2824068,-0.0467123,4284.375,-0.6966342,0.0384736,4284.375,0.4205412,0.1949782,4284.375,-0.0777603,-0.2162665
,4285.9375,0.5220219,-0.4918244,4285.9375,-0.0589844,-0.0264451,4285.9375,-0.120121,-0.1811759,4285.9375,-0.5124892,-0.3444893,4285.9375,-0.4410445,-0.3172913,4285.9375,-0.0673058,-0.1865939
,4287.5,-0.86692,0.5257465,4287.5,-0.0217355,-0.0625983,4287.5,0.1292454,-0.237329,4287.5,0.5800444,0.3138051,4287.5,0.5467125,0.3319205,4287.5,0.109371,0.1615879
,4289.0625,-0.3321152,0.8365091,4289.0625,0.0571771,0.0037521,4289.0625,-0.1941918,0.2173531,4289.0625,-0.4748911,-0.3758662,4289.0625,-0.5580376,-0.2132353,4289.0625,-0.2123299,-0.0768016
,4290.625,0.4090168,-0.7314947,4290.625,-0.0530669,-0.0238593,4290.625,-0.209809,0.036728,4290.625,-0.3109011,0.5427429,4290.625,0.438419,-0.067757,4290.625,-0.1692734,0.1291659
,4292.1875,-0.0464154,0.7238342,4292.1875,-0.0285882,0.0868324,4292.1875,0.2094124,-0.1184113,4292.1875,0.2371185,-0.4188481,4292.1875,-0.3065994,0.1607182,4292.1875,0.1764848,-0.0827168
,4293.75,-0.7526298,0.1247549,4293.75,-0.0055954,-0.1206558,4293.75,0.2766618,-0.0478869,4293.75,-0.4321957,-0.1071263,4293.75,-0.3535104,-0.1760576,4293.75,-0.1275472,0.1303837
,4295.3125,0.6478009,-0.3735205,4295.3125,0.0148246,0.0856008,4295.3125,-0.2293425,0.0462903,4295.3125,-0.4609351,-0.237631,4295.3125,0.312158,-0.1747628,4295.3125,0.1166616,0.1833058
,4296.875,-0.5070113,-0.1984358,4296.875,-0.0614428,-0.0066641,4296.875,-0.1670838,-0.1233874,4296.875,0.0842083,0.4492159,4296.875,0.0141167,0.3801537,4296.875,0.0462805,-0.2536609
,4298.4375,0.1212324,0.6208229,4298.4375,-0.0736152,0.0077844,4298.4375,0.0587267,-0.1986175,4298.4375,-0.0519004,-0.5744677,4298.4375,-0.0801809,-0.5268753,4298.4375,-0.1459116,-0.1416311
,4300,0.2097339,-0.6397136,4300,-0.0745493,-0.0437462,4300,0.1516689,-0.1230175,4300,-0.2800522,0.4830389,4300,-0.3307003,0.2228154,4300,-0.2103977,-0.1339379
,4301.5625,0.7474895,-0.0624415,4301.5625,0.024944,0.1009077,4301.5625,-0.2324661,0.05396,4301.5625,0.5674198,0.2157693,4301.5625,0.4192556,-0.1586744,4301.5625,0.2409925,0.174584
,4303.125,-0.8208185,-0.4664465,4303.125,0.0947136,-0.032848,4303.125,0.3497026,0.0144914,4303.125,-0.388177,-0.5333323,4303.125,0.203012,0.3860899,4303.125,-0.2031173,-0.1588024
,4304.6875,0.6060921,0.6764314,4304.6875,-0.1061798,-0.0018702,4304.6875,-0.2543317,-0.0658735,4304.6875,0.2394263,-0.5752524,4304.6875,0.4157389,-0.1847998,4304.6875,-0.0057322,-0.219748
,4306.25,-0.3886363,-0.5291321,4306.25,-0.0719308,0.0087894,4306.25,-0.2759446,-0.0418595,4306.25,-0.4765272,0.3498273,4306.25,-0.4771425,0.2480436,4306.25,-0.2050714,-0.0163326
,4307.8125,0.0865212,0.5218869,4307.8125,0.1077798,-0.0044503,4307.8125,0.188903,0.0300348,4307.8125,0.1407379,-0.5993503,4307.8125,0.3051893,-0.4098469,4307.8125,0.1821109,-0.093064
,4309.375,-0.600193,0.5131795,4309.375,0.1108461,0.0859467,4309.375,0.1736162,-0.1770856,4309.375,0.7821147,0.2197252,4309.375,0.0881488,0.3655796,4309.375,0.2166797,-0.1641199
,4310.9375,0.5237643,-0.6348475,4310.9375,-0.0891958,0.1261247,4310.9375,-0.2044583,0.2241817,4310.9375,-0.0013791,-0.7431059,4310.9375,-0.3417988,-0.0495736,4310.9375,-0.0607996,-0.2793114
,4312.5,-0.6188271,0.4895008,4312.5,-0.1190928,-0.01246,4312.5,-0.2370346,0.0484356,4312.5,0.8795798,0.2003602,4312.5,0.3811138,0.1584845,4312.5,-0.0976484,-0.1879996
,4314.0625,-0.7973263,-0.1510739,4314.0625,-0.0685196,-0.0152247,4314.0625,0.2037417,0.0698738,4314.0625,-0.9118312,-0.1862461,4314.0625,-0.4257248,-0.1805262,4314.0625,0.2434795,-0.0417358
,4315.625,-0.5596491,0.4846816,4315.625,0.0390521,0.0536296,4315.625,-0.0677075,-0.1970688,4315.625,-0.527826,0.4962323,4315.625,0.2760483,-0.4722647,4315.625,-0.2671531,0.0862243
,4317.1875,-0.1797579,-0.5186536,4317.1875,-0.0462606,0.0370325,4317.1875,0.0746383,0.20846,4317.1875,-0.5376092,0.3561637,4317.1875,-0.3493851,0.3679849,4317.1875,0.245147,0.2029193
,4318.75,-0.4833609,0.3210439,4318.75,0.0541316,-0.0380529,4318.75,0.0503886,0.1761968,4318.75,-0.3977253,-0.3214943,4318.75,0.2291568,-0.3197455,4318.75,-0.1778035,-0.1495829
,4320.3125,0.4035749,-0.5291408,4320.3125,0.0823303,-0.0043073,4320.3125,0.1194058,-0.1531664,4320.3125,0.1854839,0.4135452,4320.3125,0.1973145,0.3798606,4320.3125,-0.1836631,-0.1163924
,4321.875,0.7486318,0.0153033,4321.875,-0.0703805,0.0300748,4321.875,-0.1417667,-0.1313357,4321.875,0.4093319,0.2318422,4321.875,-0.1365464,-0.4502091,4321.875,0.1344506,-0.1063679
,4323.4375,-0.78794,0.5118093,4323.4375,0.0206394,-0.0656097,4323.4375,0.1432016,0.1147681,4323.4375,0.0970941,0.5215415,4323.4375,0.1309852,0.4816774,4323.4375,-0.0748797,0.1905087
,4325,0.440317,-0.4636877,4325,0.0365135,0.0516331,4325,-0.1549899,0.1541144,4325,-0.5906562,0.1775166,4325,-0.2135713,-0.383293,4325,0.0136339,-0.2237815
,4326.5625,-0.5554007,0.1701547,4326.5625,0.0699338,-0.0085109,4326.5625,0.2056262,-0.0854433,4326.5625,0.6517832,0.1677516,4326.5625,0.4062079,0.2108039,4326.5625,0.0986868,0.2314479
,4328.125,0.2137191,0.4825165,4328.125,0.0614266,0.0437746,4328.125,-0.1626567,0.1038251,4328.125,-0.4838583,-0.3291594,4328.125,-0.4677809,0.0514167,4328.125,-0.1767918,-0.172943
,4329.6875,-0.0633405,0.5509777,4329.6875,-0.038435,-0.0712731,4329.6875,0.1750194,-0.0929844,4329.6875,0.3227414,-0.4198179,4329.6875,-0.306589,-0.0786444,4329.6875,-0.2633853,-0.0343142
,4331.25,-0.0819165,-0.7191985,4331.25,0.0496408,0.0520822,4331.25,0.0837635,0.2036519,4331.25,-0.3017303,-0.4233775,4331.25,-0.1120438,-0.3580427,4331.25,-0.2071041,-0.1455076
,4332.8125,-0.4388196,0.3977042,4332.8125,-0.0536467,0.0493831,4332.8125,-0.1891254,-0.102986,4332.8125,0.4487115,0.4431435,4332.8125,-0.0273044,0.4334113,4332.8125,-0.2011807,0.1297321
,4334.375,0.1555876,-0.7503594,4334.375,0.0684356,-0.0087111,4334.375,0.1826872,0.0862099,4334.375,-0.5603714,-0.115163,4334.375,-0.1025379,-0.3602814,4334.375,0.1425521,-0.1843381
,4335.9375,-0.1263213,0.7149983,4335.9375,-0.0551396,0.0135795,4335.9375,-0.0601316,-0.1760885,4335.9375,0.4804928,-0.3408472,4335.9375,-0.0694775,0.36823,4335.9375,-0.2213758,0.1518462
,4337.5,0.4044419,-0.5571069,4337.5,0.0429479,-0.043975,4337.5,-0.1557521,0.118133,4337.5,0.312838,-0.3356031,4337.5,0.1669646,-0.3239515,4337.5,-0.2539586,0.0108302
,4339.0625,-0.5880617,0.5618358,4339.0625,0.0733471,-0.0118906,4339.0625,0.1310848,-0.1128063,4339.0625,-0.0693604,-0.4123718,4339.0625,-0.1396863,0.2786008,4339.0625,0.2241782,-0.2277101
,4340.625,0.1286437,-0.7421224,4340.625,-0.0801412,-0.0010119,4340.625,-0.1553188,-0.1435719,4340.625,-0.3809599,-0.0527501,4340.625,-0.1233873,0.2777542,4340.625,-0.2113181,-0.1525602
,4342.1875,0.4356749,0.7171466,4342.1875,0.0534196,0.054232,4342.1875,0.0753343,0.1774452,4342.1875,0.344447,-0.2773373,4342.1875,0.0501716,-0.3514467,4342.1875,0.2461798,-0.0697999
,4343.75,-0.6307371,-0.3419743,4343.75,-0.023444,-0.0704848,4343.75,-0.137856,-0.1767704,4343.75,-0.4905966,0.2007574,4343.75,-0.3774666,0.1643865,4343.75,-0.2936214,-0.027675
,4345.3125,-0.4647263,-0.5631127,4345.3125,0.0723408,-0.032083,4345.3125,0.1207288,0.1802618,4345.3125,0.5750051,-0.082618,4345.3125,0.5058185,-0.049549,4345.3125,0.2622023,0.0987843
,4346.875,-0.3443387,0.4293691,4346.875,0.0077887,-0.0803073,4346.875,-0.0967598,-0.1612996,4346.875,-0.5805919,-0.2156304,4346.875,-0.4052687,0.0863096,4346.875,-0.2044544,-0.1240652
,4348.4375,0.3260062,0.4257895,4348.4375,0.0042413,0.0770223,4348.4375,0.1821151,0.1243613,4348.4375,0.3352601,0.3962617,4348.4375,-0.3074464,0.1771612,4348.4375,-0.1190147,0.1578038
,4350,-0.354806,-0.3395958,4350,-0.0747947,0.0149131,4350,-0.206194,-0.0968949,4350,-0.1366826,0.4449452,4350,-0.0687004,0.3412066,4350,0.109881,0.1789158
,4351.5625,-0.0194591,-0.5753362,4351.5625,0.0442619,0.0505801,4351.5625,0.1065602,0.1516857,4351.5625,0.1088102,0.4858635,4351.5625,0.0873969,-0.3400678,4351.5625,0.1544874,0.1774142
,4353.125,-0.0276279,0.6442639,4353.125,0.0346432,-0.0581478,4353.125,0.0816301,-0.2128327,4353.125,-0.2491384,-0.4707168,4353.125,-0.2117876,0.3524189,4353.125,-0.0601243,0.2512664
,4354.6875,0.4557552,-0.7138947,4354.6875,-0.0406244,0.0534883,4354.6875,-0.1356581,0.3623664,4354.6875,-0.4729178,-0.3435755,4354.6875,-0.458691,-0.2906469,4354.6875,0.1475751,-0.3919768
,4356.25,0.6297229,-0.2750478,4356.25,-0.0646077,-0.0246248,4356.25,-0.0740208,-0.3293251,4356.25,-0.6221539,0.4173834,4356.25,0.4028314,-0.5409521,4356.25,0.5027313,0.1985339
,4357.8125,0.2380225,0.550765,4357.8125,0.0154225,-0.062826,4357.8125,-0.2007061,0.2568761,4357.8125,0.5011798,-0.3968391,4357.8125,0.4052892,-0.4135638,4357.8125,0.2830842,0.3791905
,4359.375,-0.4408855,-0.5919555,4359.375,0.007269,0.0658314,4359.375,0.01752,-0.2158618,4359.375,0.6037741,-0.2126133,4359.375,0.4025504,-0.2132134,4359.375,0.2643393,-0.1859051
,4360.9375,-0.5337418,-0.3546599,4360.9375,0.037951,0.0694406,4360.9375,0.1741434,-0.0563847,4360.9375,-0.6762224,-0.0038026,4360.9375,-0.5023188,0.0196697,4360.9375,-0.3178011,0.1691011
,4362.5,0.8493104,0.2438096,4362.5,-0.0314532,-0.0768266,4362.5,-0.2492807,-0.040015,4362.5,0.5774474,0.0467062,4362.5,0.455446,0.0774685,4362.5,0.2369706,-0.226391
,4364.0625,-0.8053998,0.1591598,4364.0625,0.0326656,0.0506221,4364.0625,-0.1248449,0.1336053,4364.0625,-0.526124,0.0969813,4364.0625,0.4070305,0.2610953,4364.0625,0.0074453,0.2879913
,4365.625,0.2048573,-0.4913005,4365.625,-0.0235746,-0.0537453,4365.625,-0.0266491,-0.1767889,4365.625,0.3774556,-0.2180672,4365.625,0.322062,-0.0425268,4365.625,0.2290813,0.026805
,4367.1875,0.3778925,0.3615282,4367.1875,0.0211158,0.0687646,4367.1875,-0.1375262,0.1210956,4367.1875,-0.2982665,0.2533345,4367.1875,-0.209285,-0.2787018,4367.1875,0.1737766,-0.2069705
,4368.75,-0.3847055,-0.602761,4368.75,0.0535006,0.0457226,4368.75,0.1114382,0.1300308,4368.75,0.5059256,-0.0411213,4368.75,0.2995777,-0.1653448,4368.75,0.2719287,-0.0421828
,4370.3125,-0.0784341,0.7527297,4370.3125,-0.0449613,0.0475481,4370.3125,0.204574,-0.0054591,4370.3125,-0.496935,-0.0725303,4370.3125,-0.3146082,0.0982744,4370.3125,-0.2004973,-0.1313479
,4371.875,0.3236434,-0.503554,4371.875,0.0232728,-0.0515882,4371.875,-0.1668725,0.0401477,4371.875,-0.0849917,-0.5026286,4371.875,0.3388127,-0.0499602,4371.875,0.0424726,0.2519884
,4373.4375,0.3847168,0.310098,4373.4375,0.0613112,0.0100012,4373.4375,-0.162597,-0.0088315,4373.4375,0.0092959,0.678808,4373.4375,-0.2656645,0.3930955,4373.4375,0.063051,-0.3455364
,4375,-0.2693855,-0.4096212,4375,-0.0159367,-0.0612117,4375,0.1750416,0.0583885,4375,-0.1897562,-0.6848571,4375,0.2922367,0.3329639,4375,-0.0869725,0.3381275
,4376.5625,0.149541,-0.4785562,4376.5625,0.0336892,0.0392761,4376.5625,-0.1553156,-0.0427858,4376.5625,0.3979061,0.4477102,4376.5625,0.3090715,0.2126948,4376.5625,0.2297111,0.0842796
,4378.125,-0.1932615,-0.4620828,4378.125,0.0609237,0.0275889,4378.125,0.0884806,0.1274696,4378.125,0.4566607,-0.1520389,4378.125,-0.2731349,-0.3854621,4378.125,-0.0868137,0.1686997
,4379.6875,-0.3329785,0.3000109,4379.6875,-0.0477466,-0.0351095,4379.6875,0.1178787,-0.099764,4379.6875,0.0720236,-0.4220956,4379.6875,0.3419378,0.2988823,4379.6875,0.0286285,-0.2158257
,4381.25,0.2793845,-0.3171729,4381.25,0.053713,0.0166762,4381.25,0.1225146,-0.1009681,4381.25,0.2927961,0.3199537,4381.25,-0.1521713,-0.3453441,4381.25,0.0892694,0.2329639
,4382.8125,-0.1056388,0.4634365,4382.8125,0.0052059,-0.0514831,4382.8125,-0.1098571,0.1251818,4382.8125,-0.2190179,-0.3851243,4382.8125,-0.2882779,0.157756,4382.8125,-0.2502705,-0.1435404
,4384.375,-0.1027149,-0.5836877,4384.375,-0.0237736,0.0584282,4384.375,-0.1117763,-0.131603,4384.375,0.2300729,-0.4054335,4384.375,0.1260095,-0.3894655,4384.375,0.3131629,-0.1026587
,4385.9375,0.304546,-0.4207999,4385.9375,0.0489465,-0.0188788,4385.9375,-0.089151,0.1418963,4385.9375,0.3006367,0.4550261,4385.9375,0.0610795,0.4626069,4385.9375,-0.0860993,0.2389463
,4387.5,0.5388884,-0.2227604,4387.5,-0.0839524,0.0173874,4387.5,-0.1703955,0.038742,4387.5,0.4145645,-0.2066496,4387.5,-0.0838807,-0.3556828,4387.5,-0.1879639,0.1442725
,4389.0625,0.4359714,0.2967672,4389.0625,0.0855124,-0.0588319,4389.0625,-0.1038878,-0.123473,4389.0625,-0.3515358,0.4596708,4389.0625,0.1759672,0.3824055,4389.0625,-0.0564051,0.2095521
,4390.625,-0.3750271,-0.5063376,4390.625,-0.0349908,0.0804743,4390.625,0.0442518,0.1459271,4390.625,0.0008033,-0.4626049,4390.625,-0.323236,-0.2368919,4390.625,0.2523259,-0.1274043
,4392.1875,0.3773069,-0.3959725,4392.1875,-0.0348693,-0.0652312,4392.1875,0.0729993,-0.1139407,4392.1875,-0.1869602,0.422956,4392.1875,0.4097867,-0.2122761,4392.1875,-0.2201112,-0.0258568
,4393.75,-0.4286188,0.2405598,4393.75,0.0790763,-0.0160323,4393.75,0.1758197,-0.0552421,4393.75,0.1030211,-0.5565628,4393.75,-0.5390139,-0.0396786,4393.75,-0.1344161,-0.2638841
,4395.3125,-0.6095039,0.0089393,4395.3125,0.0371025,-0.0771434,4395.3125,0.2258214,-0.0386146,4395.3125,0.2133372,0.5178464,4395.3125,0.431109,0.1617045,4395.3125,0.2134927,0.1584471
,4396.875,0.4934379,0.2338517,4396.875,-0.1021152,0.0495157,4396.875,-0.1915056,-0.0520915,4396.875,-0.4019625,-0.1868357,4396.875,-0.144169,-0.389249,4396.875,-0.2427028,0.1573002
,4398.4375,0.5040659,0.085927,4398.4375,0.0149564,-0.0934261,4398.4375,-0.1670105,-0.0499266,4398.4375,0.1062062,-0.5300823,4398.4375,0.0618989,-0.4641406,4398.4375,0.2793525,-0.2524887
,4400,-0.4661706,0.6643745,4400,0.0272828,-0.1757888,4400,0.2107515,-0.2716444,4400,-0.0525002,0.5162272,4400,0.5989856,0.3809397,4400,-0.2485499,0.3197752
,4401.5625,-1.1363814,0.4376078,4401.5625,-0.018514,0.1842329,4401.5625,-0.2823236,0.292109,4401.5625,-0.6274694,-0.203981,4401.5625,-0.5610124,-0.3301218,4401.5625,0.3650131,-0.1037153
,4403.125,-0.853753,0.667119,4403.125,-0.0369326,0.1752247,4403.125,-0.3194336,0.1598664,4403.125,0.5460424,0.3585854,4403.125,-0.5228155,-0.2995989,4403.125,-0.4327835,0.0278918
,4404.6875,-0.8914975,-0.362543,4404.6875,-0.0000495,0.0956662,4404.6875,0.3004887,-0.0063006,4404.6875,-0.461049,-0.3034169,4404.6875,0.3588243,0.2102322,4404.6875,-0.0363378,-0.302765
,4406.25,-0.5295996,-0.125749,4406.25,-0.0639941,0.0258584,4406.25,-0.135699,-0.0066966,4406.25,0.4423835,0.049748,4406.25,0.0781001,0.3667539,4406.25,0.1297028,0.2281778
,4407.8125,-0.550028,0.133133,4407.8125,-0.0494552,-0.0379764,4407.8125,-0.0476168,-0.1379811,4407.8125,0.4029315,-0.0788848,4407.8125,0.3416178,-0.0766622,4407.8125,-0.1568141,-0.1311914
,4409.375,0.5443466,-0.0354491,4409.375,0.0144685,0.0595281,4409.375,-0.1599805,-0.0486752,4409.375,0.4756768,-0.0490454,4409.375,0.3547983,0.0728644,4409.375,0.0173261,-0.1983956
,4410.9375,-0.4702995,0.1002869,4410.9375,0.0244536,-0.0485043,4410.9375,0.1268835,0.0655406,4410.9375,-0.5718431,0.0578064,4410.9375,-0.4672268,-0.0973581,4410.9375,-0.0352032,-0.2247138
,4412.5,0.4404679,-0.1978956,4412.5,0.0648632,0.0018783,4412.5,-0.1453914,-0.0664355,4412.5,0.4904541,-0.1789031,4412.5,0.4405015,-0.0454443,4412.5,-0.1013325,0.2071782
,4414.0625,-0.1238569,0.4857949,4414.0625,-0.0816594,0.0099188,4414.0625,0.0765465,-0.1147641,4414.0625,-0.3884823,0.467829,4414.0625,-0.3879974,0.306893,4414.0625,0.2067549,-0.0893846
,4415.625,0.3279956,-0.3701134,4415.625,-0.0538928,0.0371315,4415.625,0.076859,-0.0950327,4415.625,0.1533271,-0.6107697,4415.625,0.2549068,-0.4661869,4415.625,-0.1866272,-0.1685623
,4417.1875,0.5182148,-0.0702223,4417.1875,-0.0400583,0.0539493,4417.1875,0.0170483,0.1254792,4417.1875,0.3187548,-0.2023747,4417.1875,0.2775125,-0.3953115,4417.1875,0.2410933,-0.0206314
,4418.75,-0.0866264,-0.4830017,4418.75,-0.0505452,0.023561,4418.75,0.149018,0.014859,4418.75,0.0515602,0.4382058,4418.75,-0.3123188,0.2959545,4418.75,-0.2009327,0.1369219
,4420.3125,-0.3687196,-0.1742212,4420.3125,-0.0424484,0.0302552,4420.3125,-0.1245274,-0.0476561,4420.3125,0.1764418,-0.4575477,4420.3125,-0.0097395,-0.3487677,4420.3125,0.3003565,-0.0151896
,4421.875,-0.518454,0.0754745,4421.875,-0.0316732,-0.0456578,4421.875,0.0032852,0.1490283,4421.875,-0.4253494,0.3783258,4421.875,0.1846873,0.3451921,4421.875,-0.3887609,-0.0737368
,4423.4375,0.2153384,0.4157859,4423.4375,-0.0009331,0.0560194,4423.4375,-0.0531786,0.1143793,4423.4375,0.5161075,-0.2325255,4423.4375,0.3488494,-0.1394696,4423.4375,0.3296129,0.0432292
,4425,0.3997189,0.0470619,4425,0.0433441,0.0425934,4425,0.0061637,0.1242748,4425,-0.3177259,0.2384675,4425,-0.0556285,0.3614016,4425,-0.2305892,0.0481962
,4426.5625,0.3649684,0.168713,4426.5625,-0.0784059,0.0248949,4426.5625,0.0436335,-0.0975823,4426.5625,0.0033317,-0.3336453,4426.5625,0.0054047,0.3762745,4426.5625,0.1273601,-0.1316291
,4428.125,0.38085,-0.0909266,4428.125,0.0721517,-0.0299832,4428.125,0.1400562,0.0023084,4428.125,-0.2234857,-0.2940765,4428.125,-0.0137484,-0.4269363,4428.125,0.0160308,0.1504984
,4429.6875,-0.3662818,-0.2902145,4429.6875,-0.047898,-0.0539149,4429.6875,-0.1289374,0.0040106,4429.6875,0.209569,0.4874094,4429.6875,0.0921669,0.3789728,4429.6875,0.2453016,-0.0725734
,4431.25,-0.0890878,-0.4713998,4431.25,0.0567524,-0.0088375,4431.25,0.0869602,-0.0735184,4431.25,-0.1007964,-0.5211289,4431.25,0.0603865,-0.3732517,4431.25,-0.2403607,0.0289082
,4432.8125,0.3200106,0.2365055,4432.8125,-0.0671372,-0.0066919,4432.8125,-0.1088795,0.0721004,4432.8125,0.2733277,0.4853206,4432.8125,-0.2165668,0.3705482,4432.8125,0.1552964,0.0760955
,4434.375,-0.4401518,0.033894,4434.375,0.0426894,0.0283027,4434.375,-0.1162978,0.0716327,4434.375,0.0701622,-0.4906408,4434.375,-0.284361,0.272429,4434.375,-0.1717419,0.0861106
,4435.9375,0.3836735,-0.2506924,4435.9375,-0.0113077,0.0485024,4435.9375,-0.1377921,0.0771351,4435.9375,-0.2078303,0.4190023,4435.9375,0.1694115,0.339245,4435.9375,0.2196254,0.0857601
,4437.5,-0.3458171,0.4294704,4437.5,0.0639041,0.0225676,4437.5,0.1352579,-0.118938,4437.5,0.2504971,-0.4071912,4437.5,-0.1200112,-0.3202221,4437.5,0.0122071,-0.2158845
,4439.0625,0.1777503,-0.3406252,4439.0625,-0.0584308,-0.0380653,4439.0625,-0.0216561,0.1294715,4439.0625,-0.185092,0.4097917,4439.0625,-0.3365939,0.0658576,4439.0625,-0.1947949,-0.1757419
,4440.625,0.3514081,0.0322741,4440.625,0.0572585,-0.0024108,4440.625,-0.1193638,0.0462069,4440.625,0.4026991,0.1604408,4440.625,0.5359857,0.0538303,4440.625,0.2058259,0.2649485
,4442.1875,-0.3575141,0.2629103,4442.1875,0.0750587,-0.0128208,4442.1875,0.0556927,-0.1034779,4442.1875,0.3062128,0.2994921,4442.1875,-0.5982522,-0.0215617,4442.1875,-0.1544687,-0.1939892
,4443.75,0.1891494,-0.4013225,4443.75,-0.0716934,0.0297854,4443.75,0.0042182,0.154501,4443.75,-0.515431,-0.1130109,4443.75,0.4946649,-0.112501,4443.75,-0.0198656,-0.2255495
,4445.3125,-0.4625359,-0.177518,4445.3125,-0.0082221,0.0616631,4445.3125,0.1889885,-0.0305735,4445.3125,-0.3138414,0.7550813,4445.3125,0.5203243,0.123418,4445.3125,-0.4555442,-0.1002821
,4446.875,-0.2484695,-0.5603278,4446.875,-0.0744429,-0.0106215,4446.875,-0.0958233,-0.1897592,4446.875,-1.0364982,-0.1723308,4446.875,-0.7661585,-0.2454305,4446.875,0.4442236,-0.0022382
,4448.4375,0.3791617,0.5251619,4448.4375,0.0429387,-0.050476,4448.4375,-0.2372817,-0.0913749,4448.4375,-0.8861048,0.3847506,4448.4375,-0.6961816,0.1518583,4448.4375,0.5175408,-0.1861033
,4450,-0.5494404,0.2601846,4450,0.0636494,0.0270779,4450,0.2495953,0.075606,4450,-0.1984321,-0.9597374,4450,-0.0422795,-0.6119739,4450,0.3962604,-0.012074
,4451.5625,0.5307608,-0.1114393,4451.5625,-0.0408984,0.0382603,4451.5625,-0.1459377,0.0302807,4451.5625,0.5699652,-0.1322559,4451.5625,0.3605869,-0.0620589,4451.5625,0.1781562,-0.1543122
,4453.125,0.335819,0.2497251,4453.125,-0.0152981,-0.0543957,4453.125,-0.0910074,0.0594662,4453.125,-0.4959159,0.2842375,4453.125,-0.3702267,0.1665366,4453.125,-0.1655676,-0.1702528
,4454.6875,-0.3462723,-0.0773164,4454.6875,-0.0088512,0.0670561,4454.6875,-0.0590974,-0.1375409,4454.6875,-0.4585429,-0.0024126,4454.6875,0.4753079,0.1360471,4454.6875,0.1503425,0.2558197
,4456.25,-0.0483037,-0.3947311,4456.25,0.0619699,-0.017965,4456.25,0.0794909,0.1602071,4456.25,0.4299362,0.0653082,4456.25,0.4681045,-0.1218916,4456.25,-0.100444,-0.1782038
,4457.8125,0.3706756,0.076537,4457.8125,-0.0509364,-0.0368869,4457.8125,-0.0128925,-0.1144456,4457.8125,0.4511511,-0.1386163,4457.8125,-0.380998,0.0935985,4457.8125,-0.1110406,0.108484
,4459.375,0.4297429,0.072507,4459.375,-0.0573621,0.0188459,4459.375,0.0228076,0.1234461,4459.375,-0.6695651,0.0303019,4459.375,-0.0765108,-0.316016,4459.375,0.0610322,-0.2233577
,4460.9375,-0.3871373,0.0225209,4460.9375,-0.0137883,0.045199,4460.9375,-0.0976114,-0.0172324,4460.9375,0.751573,-0.0980025,4460.9375,0.2105393,0.2825928,4460.9375,0.2495227,0.1259457
,4462.5,0.3098154,-0.1827656,4462.5,-0.0290945,-0.042393,4462.5,-0.0090262,0.108405,4462.5,-0.5618476,0.3154345,4462.5,-0.2626919,0.2388481,4462.5,-0.2195262,-0.0465731
,4464.0625,-0.1964273,-0.386637,4464.0625,0.0353179,0.0519612,4464.0625,-0.0985855,-0.060197,4464.0625,0.2790875,-0.4636466,4464.0625,0.1790315,-0.3286669,4464.0625,0.1932428,0.1095672
,4465.625,-0.1499334,0.3650564,4465.625,-0.0536673,-0.0617316,4465.625,0.04876,-0.1205149,4465.625,-0.3074432,-0.4447736,4465.625,-0.3608335,0.2486648,4465.625,0.21783,-0.0014334
,4467.1875,-0.0869693,0.3429786,4467.1875,0.0401439,0.048648,4467.1875,-0.04166,0.1251541,4467.1875,0.0010579,0.5655752,4467.1875,0.3633414,-0.1411971,4467.1875,-0.1986082,0.1059323
